club,last_name,first_name,position,base_salary,guaranteed_compensation
ATL,Almiron,Miguel,M,1912500.0,2297000.0
ATL,Ambrose,Mikey,D,65625.0,65625.0
ATL,Asad,Yamil,M,150000.0,150000.0
ATL,Bloom,Mark,D,99225.0,106573.89
ATL,Carleton,Andrew,F,65000.0,77400.0
ATL,Carmona,Carlos,M,675000.0,725000.0
ATL,Garza,Greg,D,150000.0,150000.0
ATL,Gonzalez Pirez,Leandro,D,250008.0,285008.0
ATL,Goslin,Chris,M,70000.0,74000.0
ATL,Gressel,Julian,M,75000.0,93750.0
ATL,Heath,Harrison,M,66150.0,66150.0
ATL,Jones,Kenwyne,F,390000.0,413333.33
ATL,Kann,Alec,GK,77004.0,77004.0
ATL,Kratz,Kevin,M,150000.0,164250.0
ATL,Larentowicz,Jeff,M,175008.0,175008.0
ATL,Loyd,Zach,D,85008.0,85008.0
ATL,Martinez,Josef,F,924000.0,1041310.0
ATL,McCann,Chris,M,540000.0,568000.0
ATL,Mears,Tyrone,D,183756.0,183756.0
ATL,Oblitey Otoo,Jeffrey,M-F,53000.0,53000.0
ATL,Parkhurst,Michael,D,325008.0,325008.0
ATL,Peterson,Jacob,F,165300.0,165300.0
ATL,Reynish,Kyle,GK,65004.0,65004.0
ATL,Robinson,Miles,D,125000.04,195000.04
ATL,Rochez,Bryan,F,200000.0,279500.0
ATL,Tambakis,Alexander,GK,65004.0,65004.0
ATL,Vazquez,Brandon,F,100008.0,120008.0
ATL,Villalba,Hector,F,663000.0,770750.0
ATL,Walkes,Anton,D,53004.0,53004.0
ATL,Wheeler-Omiunu,Andrew,M,53004.0,53004.0
ATL,Williams,Romario,F,65000.0,65000.0
CHI,Accam,David,F-M,750000.0,820937.5
CHI,Alvarez,Arturo,M,135000.0,142500.0
CHI,Arshakyan,David,F,156000.0,178850.0
CHI,Bronico,Brandt,M,65004.0,65004.0
CHI,Calistri,Joey,M,54075.0,54075.0
CHI,Campbell,Jonathan,D,101750.0,109875.0
CHI,Cleveland,Stefan,GK,53004.0,53004.0
CHI,Conner,Drew,M,65625.0,65625.0
CHI,De Leeuw,Michael,F,500000.0,564212.5
CHI,Dekovic,Matej,D,65004.0,65004.0
CHI,Doody,Patrick,D,65000.0,65000.0
CHI,Fernandez,Collin,M,85000.0,87000.0
CHI,Goossens,John,M,230000.0,233333.33
CHI,Harrington,Michael,D,135000.0,135000.0
CHI,Johnson,Daniel,M,65004.0,65004.0
CHI,Juninho,,M,700008.0,716674.67
CHI,Kappelhof,Johan,D,530000.0,570000.0
CHI,Lampson,Matt,GK,76000.0,81375.0
CHI,McCarty,Dax,M,400000.0,500000.0
CHI,Meira,Joao,D-M,150000.0,165000.0
CHI,Mihailovic,Djordje,M,80000.04,80000.04
CHI,Nikolic,Nemanja,F,1700000.04,1906333.37
CHI,Polster,Matt,M,99900.0,114900.0
CHI,Rodrigo Bava,Jorge,GK,240000.0,267133.34
