club,last_name,first_name,position,base_salary,guaranteed_compensation
ATL,Burgos,Efrain,M,62508.0,62508.0
ATL,Oblitey Otoo,Jeffrey,M,51504.0,51504.0
ATL,Tambakis,Alexander,GK,63000.0,63000.0
CHI,Accam,David,F-M,700000.0,770937.5
CHI,Alvarez,Arturo,F,115000.0,118264.0
CHI,Calistri,Joey,M,51500.0,51500.0
CHI,Campbell,Jonathan,D,70000.0,78125.0
CHI,Cocis,Razvan,M,160000.0,160000.0
CHI,Conner,Drew,M,62500.0,62500.0
CHI,Doody,Patrick,D,53471.0,53471.0
CHI,Fernandez,Collin,M,75000.0,77000.0
CHI,Gehrig,Eric,D,106875.0,112708.33
CHI,Goossens,John,M,200000.0,200000.0
CHI,Harrington,Michael,D,125000.0,125000.0
CHI,Igboananike,Kennedy,F,800000.0,901666.67
CHI,Johnson,Sean,GK,250000.0,253000.0
CHI,Junior,Gilberto,F,1145000.0,1145000.0
CHI,Kappelhof,Johan,D,480000.0,520000.0
CHI,LaBrocca,Nick,M,110000.0,110000.0
CHI,Lampson,Matt,GK,71250.0,76625.0
CHI,McLain,Patrick,GK,72500.0,72500.0
CHI,Meira,Joao,D-M,110000.0,126500.0
CHI,Morrell,Alex,M,51500.0,51500.0
CHI,Polster,Matt,D-M,84000.0,99000.0
CHI,Ramos,Rodrigo,D,80000.0,84000.0
CHI,Stephens,Michael,M,105000.0,115000.0
CHI,Thiam,Khaly,M,144000.0,144000.0
CHI,Vincent,Brandon,D,70000.0,91875.0
CLB,Afful,Harrison,D,275000.0,291666.67
CLB,Ashe,Corey,D,95000.0,105500.0
CLB,Barson,Chad,D,63000.0,63000.0
CLB,Casey,Conor,F,105000.0,105000.0
CLB,Clark,Steve,GK,220000.0,238333.33
CLB,Finlay,Ethan,M,250000.0,250000.0
CLB,Francis,Waylon,D,200000.0,200000.0
CLB,Higuain,Federico,M,1175000.0,1175000.0
CLB,Hollingsworth,Marshall,M,51499.92,51499.92
CLB,Jimenez,Hector,M,105000.0,105000.0
CLB,Kamara,Ola,F,425000.0,457500.0
CLB,Larsen,Emil,M,175000.0,175000.0
CLB,Mabwati,Cedrick,M,235000.0,263350.0
